Page,Key,English,Arabic (Current),Arabic (Corrected),Notes
developers,faq1A,No. DynamicNFC sits on top of your existing systems and enhances them. Your project website remains public. The VIP portal is a private layer for selected prospects — connected to your existing CRM.,لا. تعمل DynamicNFC فوق أنظمتكم القائمة وتُعزّزها. يبقى موقع المشروع متاحاً للعموم. بوابة VIP هي طبقة خاصة للعملاء المحتملين المختارين — متصلة بنظام إدارة العملاء الحالي لديكم.,,
developers,faq1Q,Is this replacing our website or CRM?,هل يحلّ هذا النظام محلّ موقعنا الإلكتروني أو نظام إدارة العملاء؟,,
developers,faq2A,"Consent is explicit. The prospect receives a physical card with a clear message. The tap is the opt-in. There is no hidden tracking — the buyer knowingly enters their private portal. This establishes consent, exclusivity, and trust before any tracking happens.",الموافقة صريحة وواضحة. يتلقّى العميل المحتمل بطاقة مادية مرفقة برسالة واضحة. لمسة البطاقة هي الموافقة. لا يوجد تتبّع خفي — المشتري يدخل بوابته الخاصة عن علم ودراية. وهذا يُرسي الموافقة والحصرية والثقة قبل أي عملية تتبّع.,,
developers,faq2Q,How is consent and privacy handled?,كيف تُعالَج مسألة الموافقة والخصوصية؟,,
developers,faq3A,"A premium box containing a VIP Access Key — a brushed-metal NFC card with a personalized message. Not a marketing flyer. A private invitation. When they tap, they enter a web experience designed specifically for them. No app required.",صندوق فاخر يحتوي على مفتاح وصول VIP — بطاقة NFC معدنية مصقولة مع رسالة شخصية. ليس منشوراً تسويقياً. بل دعوة خاصة. حين يلمس البطاقة، يدخل تجربة رقمية صُمِّمت خصيصاً له. بدون تطبيق.,,
developers,faq3Q,What does the buyer actually receive?,ما الذي يتلقّاه المشتري فعلياً؟,,
developers,faq4A,"Yes — that's the core developer advantage. One platform, one dashboard, with project-level filtering and portfolio-level insights. Buyer intelligence from one project carries to the next.",نعم — وهذه هي الميزة الجوهرية للمطوّرين. منصة واحدة، لوحة تحكّم واحدة، مع تصفية على مستوى المشروع ورؤى على مستوى المحفظة. ذكاء المشتري من مشروع ينتقل إلى المشروع التالي.,,
developers,faq4Q,Can this work across multiple projects?,هل يعمل النظام عبر مشاريع متعدّدة؟,,
developers,faq5A,One metric: increase in booked viewings among VIP invitees versus your control group. Not clicks. Not pageviews. Real sales activity within 30 days of launch.,بمقياس واحد: الزيادة في المعاينات المحجوزة بين مدعوّي VIP مقارنةً بمجموعة التحكّم. ليس بالنقرات. ولا بمشاهدات الصفحات. بل بنشاط مبيعات فعلي خلال ٣٠ يوماً من الإطلاق.,,
developers,faq5Q,How do we measure pilot success?,كيف نقيس نجاح التجربة التشغيلية؟,,
developers,faq6A,"Portals support multiple languages and adapt to buyer location. The same project can serve buyers from Dubai, London, and Vancouver — each in their preferred language, all tracked in the same dashboard.",تدعم البوابات لغات متعدّدة وتتكيّف مع موقع المشتري الجغرافي. المشروع ذاته يخدم مشترين من دبي ولندن وفانكوفر — كلٌّ بلغته المفضّلة، وجميعهم مُتتبَّعون في لوحة التحكّم ذاتها.,,
developers,faq6Q,What about international buyers?,ماذا عن المشترين الدوليين؟,,
developers,faqLabel,Developer FAQ,الأسئلة الشائعة للمطوّرين,,
developers,faqTitle,Questions Your Team Will Ask,أسئلة سيطرحها فريقكم,,
developers,footerText,© 2026 DynamicNFC — Sales Velocity Engine for Real Estate Developers,© ٢٠٢٦ DynamicNFC — محرّك تسريع المبيعات للمطوّرين العقاريين,,
developers,heroBadge,Sales Velocity Engine for Real Estate Developers,محرّك تسريع المبيعات للمطوّرين العقاريين,,
developers,heroCtaDemo,See the Live Demo,شاهد العرض الحي,,
developers,heroCtaPilot,Start a Pilot Program →,ابدأ البرنامج التجريبي ←,,
developers,heroSub,"DynamicNFC turns your project websites into private, invitation-only buyer experiences. You know WHO is browsing before you know WHAT they do — and that changes everything about how your sales team closes.",تحوّل DynamicNFC مواقع مشاريعكم العقارية إلى تجارب حصرية بالدعوة فقط. تعرفون هوية المتصفّح قبل أن تعرفوا ما يفعله — وهذا يُحدث تحوّلاً جذرياً في أسلوب إغلاق فريق المبيعات للصفقات.,,
developers,heroTitle,Identity Precedes Action. Action Drives Sales.,الهوية تسبق الفعل. والفعل يقود المبيعات.,,
developers,how1Desc,"Your sales team selects 100–200 high-value prospects per project — investors, repeat buyers, referrals, broker-referred VIPs. Each gets a named VIP Access Key.",يختار فريق مبيعاتكم بين ١٠٠ و٢٠٠ عميل محتمل عالي القيمة لكل مشروع — مستثمرون، ومشترون متكرّرون، وإحالات، وعملاء VIP عبر الوسطاء. يحصل كل منهم على مفتاح VIP باسمه.,,
developers,how1Icon,🎯,🎯,,
developers,how1Title,VIP Campaign Selection,اختيار حملة VIP,,
developers,how2Desc,The Access Key arrives in a premium box with a personalized message. This is not a marketing flyer — it is a private invitation. The physical touch creates exclusivity and trust before any tracking happens.,يصل مفتاح الوصول في صندوق فاخر مرفقاً برسالة شخصية. ليس منشوراً تسويقياً — بل دعوة خاصة. اللمسة المادية تُرسي الحصرية والثقة قبل أي تتبّع.,,
developers,how2Icon,📦,📦,,
developers,how2Title,Premium Box Delivery,توصيل الصندوق الفاخر,,
developers,how3Desc,"When the buyer taps their card, they access a private experience tailored to their profile — floor plans, pricing, payment options, amenities. No app required. No login. One tap.",حين يلمس المشتري بطاقته، يصل إلى تجربة رقمية مُصمَّمة وفق ملفّه الشخصي — مخططات طابقية، وأسعار، وخيارات سداد، ومرافق. بدون تطبيق. بدون تسجيل دخول. لمسة واحدة فقط.,,
developers,how3Icon,📱,📱,,
developers,how3Title,Tap to Private Portal,لمسة واحدة للبوابة الخاصة,,
developers,how4Desc,"Every action inside the portal — floor plans viewed, pricing downloaded, viewings requested — feeds your sales dashboard in real time. Your team knows exactly who is ready and what they want.",كل إجراء داخل البوابة — من استعراض المخططات إلى تحميل الأسعار وطلب المعاينات — يُغذّي لوحة مبيعاتكم لحظياً. يعرف فريقكم بالضبط من المستعد وماذا يريد.,,
developers,how4Icon,📊,📊,,
developers,how4Title,Behavioral Intelligence,ذكاء سلوكي لحظي,,
developers,howDesc,"Selected prospects receive a premium box with a VIP Access Key and a personal message: ""This card unlocks a private experience created specifically for you."" When they tap, they enter. When they browse, you know.","يتلقّى العملاء المختارون صندوقاً فاخراً يحتوي على مفتاح وصول VIP ورسالة شخصية: ""هذه البطاقة تفتح لك تجربة خاصة صُمِّمت حصرياً من أجلك."" حين يلمسون البطاقة، يدخلون. وحين يتصفّحون، تعرفون أنتم.",,
developers,howLabel,How It Works,آلية العمل,,
developers,howTitle,From Premium Box to Booked Viewing,من الصندوق الفاخر إلى حجز المعاينة,,
developers,modalNote,We respond within 24 hours. Your information is kept strictly confidential.,نردّ خلال ٢٤ ساعة. معلوماتكم تُعامَل بسرية تامة.,,
developers,modalSec1,Contact Information,معلومات التواصل,,
developers,modalSec2,Company & Portfolio,الشركة والمحفظة العقارية,,
developers,modalSec3,Pilot Project,مشروع التجربة التشغيلية,,
developers,modalSec4,Sales Challenge,التحدّي البيعي,,
developers,modalSub,"Tell us about your portfolio and we'll design a custom pilot — 100 VIP Access Keys on one project, full analytics, measurable results within 30 days.",أخبرونا عن محفظتكم العقارية وسنصمّم تجربة تشغيلية مخصّصة — ١٠٠ مفتاح وصول VIP على مشروع واحد، تحليلات شاملة، ونتائج قابلة للقياس خلال ٣٠ يوماً.,,
developers,modalSubmit,Submit Pilot Request →,إرسال طلب التجربة التشغيلية ←,,
developers,modalSubmitting,Submitting...,جارٍ الإرسال...,,
developers,modalTitle,Start a Developer Pilot,ابدأوا تجربة تشغيلية للمطوّرين,,
developers,navChallenge,The Challenge,التحدي,,
developers,navDemo,Live Demo,عرض حي,,
developers,navHow,How It Works,آلية العمل,,
developers,navPilot,Start a Pilot,ابدأ تجربة تشغيلية,,
developers,navShift,The Shift,التحوّل,,
developers,navUseCases,Use Cases,حالات الاستخدام,,
developers,new1,Personalized content per buyer,محتوى مخصّص لكل مشترٍ,,
developers,new2,Identity known before first click,هوية المشتري معروفة قبل أول نقرة,,
developers,new3,Sales team calls with full context,فريق المبيعات يتّصل بسياق متكامل,,
developers,new4,Follow-up timed to buyer signals,متابعة مُوقَّتة وفق إشارات المشتري,,
developers,newDesc,Each prospect receives a VIP Access Key — a physical invitation to their own private portal.,يتلقّى كل عميل محتمل مفتاح وصول VIP — دعوة مادية تقوده إلى بوابته الخاصة.,,
developers,newLabel,The Dynamic Way,الأسلوب الديناميكي,,
developers,newTitle,Private VIP Experiences,تجارب VIP حصرية,,
developers,old1,Same experience for all visitors,تجربة موحّدة لجميع الزوّار,,
developers,old2,No way to identify high-intent buyers,لا سبيل لتحديد المشترين ذوي الاهتمام العالي,,
developers,old3,Sales team lacks context on calls,فريق المبيعات يفتقر إلى السياق أثناء المكالمات,,
developers,old4,Follow-up based on guesswork,متابعة مبنية على التخمين,,
developers,oldDesc,One website for everyone. Anonymous traffic. No buyer identity. Sales team calls blind.,موقع واحد للجميع. زيارات مجهولة. لا هوية للمشتري. فريق المبيعات يتّصل دون أي معطيات.,,
developers,oldLabel,The Old Way,الأسلوب التقليدي,,
developers,oldTitle,Generic Project Website,موقع مشروع عام,,
developers,part1Desc,Launch on one project with 100 VIP Access Keys. Measure booked viewings against your control group within 30 days.,أطلقوا على مشروع واحد بمئة مفتاح وصول VIP. قيسوا المعاينات المحجوزة مقابل مجموعة التحكّم خلال ٣٠ يوماً.,,
